,group,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r,best_eta,kstest_stat_best,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,dataset,subset,transform,orientation,channel,github_plot,dataset_type,hull,best_beta,best_1/beta,beat_all_priors,best_prior,failure_category,failure_type,which_ones,intersect_roi
999,55,2.2370209163891293,1.5255907735645513,3.1381279875941104,18.644170838296333,7.338913323112993,100.08183553310448,7077888.0,0.1,0.9,0.0125439696274711,0.0005104573154051,0.09,1.2,0.012534251391265,0.648651,0.066219,0.0,0.572126,0.0394221,0.0,0.448917,0.0379516,0.0,0.0,standardTesting,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_55.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E577BB78D0>,30.000000000000004,0.033333333333333326,1,GenGamma,borderline,asymmetric,None,True
1000,56,6.2665209258935946,4.409997622528008,8.48451383459358,14.214440910667603,7.889755595200045,28.872150383838257,7077888.0,0.2,-0.8,0.0174255595834503,0.0005104573154051,0.2,-0.76,0.0155649143508964,0.804347,0.0880079,0.0,0.698455,0.0630462,0.0,0.536569,0.0627248,0.0,0.0,standardTesting,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_56.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E577C3EB50>,3.6999999999999997,0.2702702702702703,1,GenGamma,interesting_failure,large peak,None,False
1001,57,2.811922432076321,1.9981542890513764,3.9497322912428254,16.101935315717427,6.779372547171407,71.97071764004194,7077888.0,0.2,-0.5,0.0107737187590115,0.0005104573154051,0.26,-0.7,0.0105771323325482,0.722283,0.0698226,0.0,0.632289,0.0433394,0.0,0.493308,0.0431443,0.0,0.0,standardTesting,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_57.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B30950>,3.076923076923077,0.32499999999999996,1,GenGamma,practically_pass,pass,None,False
1002,59,5.558433385378191,4.0466660616689145,7.326356996615609,12.174356086789718,6.03076886950223,26.990900077738587,7077888.0,0.3,-0.8,0.0128623680274962,0.0005104573154051,0.27,-0.7,0.012713950716312,1.06008,0.0709588,0.0,0.913148,0.0453208,0.0,0.715254,0.046986,0.0,0.0,standardTesting,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_59.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A9FED0>,2.962962962962963,0.3375,1,GenGamma,borderline,large peak,None,False
1003,60,0.2339902942632607,0.1820060092305898,0.3283387256364533,12.149159063974173,4.145676059366763,71.36062802886538,7077888.0,0.5,-0.1,0.0244058948075523,0.0005104573154051,0.75,-0.4,0.0241511114611913,0.320393,0.0381701,0.0,0.294595,0.0238984,0.0,0.228231,0.0255394,0.0,0.0,standardTesting,full,learned,misc,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_60.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AD0FD0>,1.4666666666666668,0.6818181818181818,0,Laplace,trivial_failure,multimodal,None,True
1004,61,1.8251313606270807,1.2987701063869566,2.643431829165933,17.780693095280046,6.78755700621733,59.7335276216919,7077888.0,0.2,-0.3,0.0137366733250821,0.0005104573154051,0.25,-0.5,0.0134888830614307,0.59525,0.0653373,0.0,0.522062,0.0386244,0.0,0.408667,0.0385853,0.0,0.0,standardTesting,full,learned,misc,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_61.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E577BBB1D0>,4.0,0.25,1,GenGamma,borderline,asymmetric,None,True
1005,62,5.076604090416857,3.6132031267795854,6.847629380818479,13.179401865366682,6.797098483379228,26.327341484002453,7077888.0,0.1,0.5,0.0208255379049366,0.0005104573154051,0.09,0.7,0.0204312712414068,0.848208,0.0797806,0.0,0.738831,0.0536917,0.0,0.574887,0.0538057,0.0,0.0,standardTesting,full,learned,misc,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_62.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A89950>,24.444444444444446,0.04090909090909091,1,GenGamma,trivial_failure,asymmetric,None,True
1006,63,0.9174416221154434,0.6478632867378495,1.433051097015123,17.77498939477385,6.985702784988416,86.92377487103755,7077888.0,0.1,1.0,0.0082119056635373,0.0005104573154051,0.11,0.8,0.0080993987010015,0.453642,0.0597298,0.0,0.3991,0.0329084,0.0,0.313966,0.0325021,0.0,0.0,standardTesting,full,learned,multi_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_63.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A68090>,20.909090909090907,0.04782608695652175,1,GenGamma,practically_pass,pass,None,True
1007,2,1161.158,203.21243,2107.7688,-0.92697287,-1.8515594,1.7312441,9.0,20.0,18.0,0.4551178856150578,0.4300110364970962,20.0,18.0,0.4551178856150578,85.7183,0.35031,0.17189,95.1897,0.353676,0.164078,74.72,0.351128,0.169967,0.031930228,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_2.jpg,natural,None,0.975,1.0256410256410258,0,Gaussian,trivial_failure,low samples,None,-1
1008,3,2425.2432,1053.0071,4055.459,0.15566158,-1.2656608,2.378735,36.0,20.0,20.0,0.0912317481900797,0.2211907693780299,20.0,20.0,0.0912317481900797,50.7336,0.0849798,0.937634,41.448,0.0758776,0.975624,35.5414,0.0742035,0.9803,0.89888259,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575938550>,1.075,0.9302325581395349,0,Student-T,trivial_failure,low samples,None,True
1009,4,357.15024,229.49063,500.4771,1.1864228,-0.029989451,2.729288,144.0,11.0,-0.7,0.0656962392042674,0.1119507525508151,11.0,-0.7,0.0656962392042674,14.1785,0.0739643,0.391106,14.5877,0.0658596,0.538008,11.4135,0.0684055,0.48936,0.5411923,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E577B6D810>,0.07272727272727274,13.749999999999998,1,GenGamma,trivial_failure,low samples,None,True
1010,5,82.622246,61.36151,108.28538,5.0562716,2.0130997,8.04574,576.0,3.6,-1.1,0.0212860376263208,0.0562896831546543,3.6,-1.1,0.0212860376263208,6.068,0.0628884,0.0200972,4.97181,0.0441392,0.205588,4.10333,0.0497776,0.111344,0.95156661,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B48D10>,0.11111111111111108,9.000000000000004,1,GenGamma,trivial_failure,low samples,None,False
1011,6,14.347752,12.436601,16.414955,4.6947765,3.1438935,6.38095,2304.0,1.5,-1.1,0.020024987269235,0.0282203284947131,1.9,-1.12,0.0178552585715048,2.20823,0.0714225,1.15103e-10,1.8706,0.0493011,2.63269e-05,1.5335,0.0547488,1.91953e-06,0.44950456,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B58A50>,0.19999999999999996,5.000000000000001,1,GenGamma,borderline,low samples,None,False
1012,7,2.5390391,2.3532925,2.7322125,5.6801004,4.8504624,6.6297326,9216.0,2.9,-1.2,0.0113139321926444,0.0141286441788202,3.0,-1.18,0.0093056551292971,0.840387,0.075773,1.82279e-46,0.709361,0.0517325,7.089720000000001e-22,0.558569,0.0543769,3.98981e-24,0.39956738,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E577B6CFD0>,0.10666666666666669,9.374999999999998,1,GenGamma,actually_pass,pass,None,False
1013,8,0.5358418,0.49361238,0.57989323,7.7283144,6.4164033,9.39235,36864.0,0.6,-1.1,0.0102258214377168,0.0070688927548663,0.5,-1.05,0.0085411450996106,0.343643,0.0739716,7.275299999999996e-176,0.297365,0.0476203,4.367869999999999e-73,0.233707,0.0486284,3.3882700000000004e-76,0.0091761743,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575714790>,0.8999999999999999,1.1111111111111112,1,GenGamma,practically_pass,pass,None,False
1014,9,0.09061773,0.082436316,0.0992116,10.918249,8.666598,14.344773,147456.0,0.4,-0.9,0.0079836958535212,0.0035355828579525,0.32,-0.8,0.0069988046276823,0.142103,0.0645332,0.0,0.125384,0.0379668,4.060459999999998e-185,0.0979583,0.0366167,3.2646299999999985e-172,1.0598245e-06,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B48950>,2.1875,0.45714285714285713,1,GenGamma,practically_pass,pass,None,False
1015,10,0.010906958,0.009937312,0.0120212715,11.590162,7.4925766,26.131092,589824.0,0.5,-0.9,0.0057603320772464,0.0017680747745613,0.51,-0.9,0.0056497397300943,0.0559945,0.0593968,0.0,0.0483024,0.032981,0.0,0.0387456,0.0362303,0.0,8.8395005e-17,standardTesting,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_10.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575944310>,1.1764705882352942,0.85,1,GenGamma,practically_pass,pass,None,False
1016,2,4423.9165,736.2519,9015.274,-0.4375651,-1.8260138,2.0927806,9.0,0.1,16.0,0.5000000000000002,0.4300110364970962,0.1,16.0,0.5000000000000002,294.55,0.454078,0.0325496,348.861,0.453594,0.0328413,260.196,0.454023,0.0325826,0.013238665,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_2.jpg,natural,None,175.0,0.005714285714285714,0,Laplace,trivial_failure,low samples,None,-1
1017,3,4770.9946,1806.392,8631.8955,1.1432815,-1.0590185,4.281703,36.0,4.8,0.2,0.0865602330304092,0.2211907693780299,4.8,0.2,0.0865602330304092,61.1741,0.0866064,0.928522,65.6796,0.0908447,0.901566,53.5083,0.0866323,0.928372,0.92879054,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E578C14590>,0.3541666666666667,2.8235294117647056,1,GenGamma,trivial_failure,low samples,None,True
1018,4,1222.3937,828.1706,1690.9132,0.7684307,-0.66144097,2.140095,144.0,8.0,0.5,0.0790124392316867,0.1119507525508151,8.0,0.5,0.0790124392316867,33.0174,0.0818174,0.274777,31.5607,0.0693881,0.471139,26.6922,0.0732994,0.402206,0.31315119,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ABCCD0>,0.25,4.0,0,Laplace,trivial_failure,low samples,None,True
1019,5,240.96696,189.98349,299.33554,2.4763255,0.95651597,4.2932944,576.0,6.4,-1.0,0.0231480403548502,0.0562896831546543,6.4,-1.0,0.0231480403548502,11.4629,0.0540194,0.0668397,9.87073,0.0360925,0.430947,8.27006,0.042708,0.237341,0.90993511,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ABE750>,0.078125,12.8,1,GenGamma,trivial_failure,low samples,None,False
1020,6,59.238605,51.094646,67.97728,5.1020594,3.878251,6.3642426,2304.0,0.9,-1.1,0.0219616144396354,0.0282203284947131,0.87,-1.1,0.0207693173968274,4.01787,0.0785694,8.10108e-13,3.40702,0.0559962,1.01397e-06,2.78675,0.0614815,5.1639e-08,0.26957952,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575945D90>,0.4597701149425286,2.1750000000000007,1,GenGamma,borderline,low samples,None,False
1021,7,10.869839,9.936426,11.851064,8.649911,7.078406,10.355134,9216.0,0.7,-1.1,0.0073967281651464,0.0141286441788202,0.7,-1.1,0.0073967281651464,1.61212,0.0706738,1.79541e-40,1.36314,0.0465092,9.20791e-18,1.08253,0.0497525,2.8941399999999997e-20,0.69149036,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E578C15350>,0.5714285714285713,1.7500000000000004,1,GenGamma,actually_pass,pass,None,False
1022,8,2.0903714,1.9073133,2.2845118,10.280814,8.482771,12.289317,36864.0,0.6,-1.1,0.0086686217314578,0.0070688927548663,0.5,-1.07,0.0078371098130934,0.647099,0.0750828,3.5076499999999983e-181,0.558457,0.0489836,2.6213499999999998e-77,0.437668,0.0503189,1.4714199999999995e-81,0.0214827,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B484D0>,0.8599999999999999,1.1627906976744187,1,GenGamma,practically_pass,pass,None,False
1023,9,0.38766876,0.35127097,0.42572176,11.879145,9.676948,14.305908,147456.0,0.4,-1.0,0.0092900232760723,0.0035355828579525,0.33,-0.9,0.0076697650495439,0.266973,0.0722962,0.0,0.234067,0.0458302,1.3967499999999997e-269,0.183242,0.0453794,2.608349999999999e-264,5.8137648e-08,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E578C17950>,1.8181818181818181,0.55,1,GenGamma,practically_pass,pass,None,False
1024,10,0.061640996,0.055568736,0.068225116,13.948193,10.919703,19.088795,589824.0,0.3,-0.7,0.0127800695608386,0.0017680747745613,0.3,-0.71,0.012775021401612,0.110365,0.0650747,0.0,0.0952986,0.0398901,0.0,0.0736613,0.0411563,0.0,4.830411999999998e-84,standardTesting,full,wavelet,horizontal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_10.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E577B4A710>,2.6333333333333337,0.3797468354430379,1,GenGamma,borderline,asymmetric,None,False
1025,2,12133.633,1262.6401,24858.705,-0.20023084,-1.8611192,2.882851,9.0,20.0,18.0,0.2936526629867171,0.4300110364970962,20.0,18.0,0.2936526629867171,301.348,0.283576,0.390366,306.533,0.284871,0.384876,254.371,0.283865,0.389136,0.34893221,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_2.jpg,natural,None,0.975,1.0256410256410258,0,Gaussian,trivial_failure,low samples,None,-1
1026,3,4988.553,2210.0857,9074.969,0.82995105,-1.3838744,2.9733238,36.0,20.0,20.0,0.1444370942173043,0.2211907693780299,20.0,20.0,0.1444370942173043,76.4641,0.127321,0.56061,71.0619,0.137362,0.464537,60.9961,0.135175,0.484786,0.40216247,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E5759457D0>,1.075,0.9302325581395349,0,Gaussian,trivial_failure,low samples,None,True
1027,4,1117.2625,710.0233,1577.4337,1.3731155,0.26923075,2.7070827,144.0,1.7,-0.7,0.0320729807141976,0.1119507525508151,1.73,-0.7,0.031804256285367,25.7802,0.0496844,0.851606,24.0267,0.0323469,0.997098,20.2504,0.0356603,0.990065,0.99771723,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AD9810>,0.46242774566473993,2.1624999999999996,1,GenGamma,trivial_failure,low samples,None,True
1028,5,296.3346,229.93568,370.39792,2.907261,1.4301723,4.404983,576.0,8.0,-1.0,0.0193645984139236,0.0562896831546543,8.0,-1.0,0.0193645984139236,12.5138,0.0572177,0.0442534,10.8776,0.0300147,0.66567,8.97158,0.034771,0.478546,0.97934204,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E57593BD50>,0.0625,16.0,1,GenGamma,trivial_failure,low samples,None,False
1029,6,58.38707,50.69825,66.48225,4.3241806,3.3897562,5.462243,2304.0,1.1,-1.1,0.0128749430218274,0.0282203284947131,1.11,-1.1,0.0124417304694245,4.32606,0.0674996,1.42921e-09,3.80037,0.041952,0.000583089,3.00819,0.0429028,0.000401686,0.86344793,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B23A50>,0.36036036036036023,2.775000000000001,1,GenGamma,borderline,low samples,None,False
1030,7,10.897633,10.028848,11.798168,7.070075,5.927161,8.451274,9216.0,0.7,-1.1,0.0162595961620647,0.0141286441788202,1.1,-1.13,0.0148545742263392,1.59799,0.0762025,5.45467e-47,1.36577,0.0507735,4.3522899999999996e-21,1.08337,0.0532831,3.50842e-23,0.033910253,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B22250>,0.3363636363636364,2.9729729729729724,1,GenGamma,practically_pass,pass,None,False
1031,8,2.0934541,1.924215,2.2689328,8.196066,7.1508427,9.390152,36864.0,0.6,-1.1,0.0080114528900751,0.0070688927548663,0.5,-1.07,0.007482528908433,0.657135,0.0748989,2.6942399999999984e-180,0.568358,0.0484324,1.37978e-75,0.444856,0.0498578,4.451949999999999e-80,0.032071974,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ABFD10>,0.8599999999999999,1.1627906976744187,1,GenGamma,practically_pass,pass,None,False
1032,9,0.37553218,0.34232527,0.41029677,10.374654,8.507622,12.769254,147456.0,0.4,-1.0,0.0097451367084141,0.0035355828579525,0.39,-1.0,0.0095353500549627,0.26464,0.0746391,0.0,0.231449,0.0482145,2.49462e-298,0.180609,0.0477506,1.2729399999999998e-292,4.4954031e-12,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E577B4B290>,1.282051282051282,0.78,1,GenGamma,practically_pass,pass,None,False
1033,10,0.059141867,0.053646985,0.06507171,12.09123,9.378087,15.769087,589824.0,0.2,-0.4,0.0235086211511088,0.0017680747745613,0.2,-0.39,0.0234006688631897,0.106351,0.0701925,0.0,0.0895916,0.0470725,0.0,0.0695859,0.0491987,0.0,5.262385199999999e-281,standardTesting,full,wavelet,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_10.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B38950>,5.549999999999999,0.18018018018018023,1,GenGamma,interesting_failure,asymmetric,None,True
1034,2,1128046.6,0.0,2227615.0,-1.0498539,None,None,4.0,0.7,2.2,0.1768006548816345,0.6239385421352037,0.7,2.2,0.1768006548816345,997.038,0.182797,0.995715,863.429,0.161233,0.999338,702.343,0.16625,0.998888,0.99723515,syntheticMRI2D,axial,wavelet,diagonal,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI2D/axial/wavelet/diagonal/plots/compare_cdf_pdf_layer_2.jpg,medical,None,5.2857142857142865,0.18918918918918917,0,Laplace,trivial_failure,low samples,None,-1
1035,3,405653.5,396542.34,414685.5,-1.2403457,-1.2744715,-1.2039047,20050.0,1.7,20.0,0.084276374239148,0.0095828722631873,1.77,20.0,0.0842036917276964,728.048,0.0546331,1.86531e-52,645.772,0.0776933,1.036719999999999e-105,543.95,0.0768067,2.5572899999999985e-103,4.020578299999998e-124,syntheticMRI2D,axial,wavelet,diagonal,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI2D/axial/wavelet/diagonal/plots/compare_cdf_pdf_layer_3.jpg,medical,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B58350>,12.146892655367232,0.08232558139534883,0,Gaussian,trivial_failure,multimodal,None,False
1036,4,136507.84,130978.3,142054.8,0.49469757,0.34235775,0.6936868,180942.0,1.5,1.3,0.004389517694543,0.0031918031669481,1.52,1.3,0.0043730242601443,352.141,0.011918,9.40797e-23,310.337,0.0184354,7.53815e-54,247.567,0.0231209,1.854509999999999e-84,0.0019690181,syntheticMRI2D,axial,wavelet,diagonal,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI2D/axial/wavelet/diagonal/plots/compare_cdf_pdf_layer_4.jpg,medical,<scipy.spatial._qhull.ConvexHull object at 0x000001E575945E50>,1.8421052631578947,0.5428571428571428,1,GenGamma,practically_pass,pass,None,False
1037,5,30482.424,28617.07,32450.988,3.9116683,2.8086467,5.5795603,922650.0,1.8,-0.7,0.0034482332347529,0.0014137001072041,1.79,-0.7,0.0034375139395893,138.306,0.0281151,0.0,119.486,0.00510654,2.5201900000000007e-21,99.3579,0.01132,3.990899999999998e-103,6.7643294e-10,syntheticMRI2D,axial,wavelet,diagonal,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI2D/axial/wavelet/diagonal/plots/compare_cdf_pdf_layer_5.jpg,medical,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B592D0>,0.446927374301676,2.2375,1,GenGamma,practically_pass,pass,None,True
1038,6,13984.172,12737.206,15299.851,10.70763,9.402235,12.093122,4185552.0,0.4,-0.7,0.0092142495504015,0.000663787213541,0.5,-0.82,0.0084948501033559,58.6104,0.049064,0.0,50.3479,0.0263267,0.0,40.455,0.0305271,0.0,8.915156699999997e-263,syntheticMRI2D,axial,wavelet,diagonal,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI2D/axial/wavelet/diagonal/plots/compare_cdf_pdf_layer_6.jpg,medical,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B58510>,1.36,0.7352941176470588,1,GenGamma,practically_pass,pass,None,False
1039,7,1169.7737,1043.9502,1302.5985,16.788366,13.570639,21.554005,17688454.0,0.2,-0.3,0.0050608413237955,0.0003229042054228,0.2,-0.29,0.0042969604068021,15.0786,0.0552118,0.0,13.2208,0.029884,0.0,10.35,0.0308893,0.0,4.178127999999999e-284,syntheticMRI2D,axial,wavelet,diagonal,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI2D/axial/wavelet/diagonal/plots/compare_cdf_pdf_layer_7.jpg,medical,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B21CD0>,6.05,0.1652892561983471,1,GenGamma,practically_pass,pass,None,True
1040,8,50.38604,41.927715,70.69757,114.181786,14.985191,479.17944,72685058.0,0.1,1.2,0.0032951678833649,0.000159295127349,0.09,1.5,0.0031956114337117,3.18163,0.0533244,0.0,2.82852,0.0274974,0.0,2.20925,0.0247693,0.0,0.0,syntheticMRI2D,axial,wavelet,diagonal,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI2D/axial/wavelet/diagonal/plots/compare_cdf_pdf_layer_8.jpg,medical,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ADB750>,33.333333333333336,0.03,1,GenGamma,practically_pass,pass,None,True
